url_filter_id,title_key,hint_title,learn_more_url,lane,section,section_ui,severity_default,seo_tier,section_weight,archetype_num,archetype,owner,volume_sensitivity,base_size,notes_flag
internal_broken_urls,broken internal urls,Broken internal URLs,https://sitebulb.com/hints/internal/broken-internal-urls/,SEO triage,Internal URLs,Internal URLs,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,[SEO T1 override] 
internal_query_string_contains_session_id_parameters,query string contains session id parameters,Query string contains session ID parameters,https://sitebulb.com/hints/internal/query-string-contains-session-id-parameters/,SEO triage,Internal URLs,Internal URLs,Medium,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_query_string_contains_tracking_parameters,query string contains tracking parameters,Query string contains tracking parameters,https://sitebulb.com/hints/internal/query-string-contains-tracking-parameters/,SEO triage,Internal URLs,Internal URLs,Medium,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_url_contain_non_lower_case_characters,url contains upper case characters,URL contains upper case characters,https://sitebulb.com/hints/internal/url-contains-upper-case-characters/,SEO triage,Internal URLs,Internal URLs,Medium,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_url_contain_space_characters,url contains whitespace,URL contains whitespace,https://sitebulb.com/hints/internal/url-contains-whitespace/,SEO triage,Internal URLs,Internal URLs,Medium,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_query_string_contains_question_mark,query string contains a question mark,Query string contains a question mark,https://sitebulb.com/hints/internal/query-string-contains-a-question-mark/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_query_string_contain_repetitive_parameters,query string contains repetitive parameters,Query string contains repetitive parameters,https://sitebulb.com/hints/internal/query-string-contains-repetitive-parameters/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_url_path_contain_double_slash,url contains a double slash,URL contains a double slash,https://sitebulb.com/hints/internal/url-contains-a-double-slash/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
has_more_than_one_google_analytics_code,url contains more than one google analytics code,URL contains more than one Google Analytics code,https://sitebulb.com/hints/internal/url-contains-more-than-one-google-analytics-code/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
has_more_than_one_google_tag_manager_code,url contains more than one google tag manager code,URL contains more than one Google Tag Manager code,https://sitebulb.com/hints/internal/url-contains-more-than-one-google-tag-manager-code/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_url_contain_non_ascii_characters,url contains non-ascii characters,URL contains non-ASCII characters,https://sitebulb.com/hints/internal/url-contains-non-ascii-characters/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_url_path_contain_repetitive_elements,url contains repetitive elements,URL contains repetitive elements,https://sitebulb.com/hints/internal/url-contains-repetitive-elements/,SEO triage,Internal URLs,Internal URLs,Low,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,URL-generation / rewrite rule — usually one fix
internal_query_string_exceeds_three_keys,query string contains more than three parameters,Query string contains more than three parameters,https://sitebulb.com/hints/internal/query-string-contains-more-than-three-parameters/,SEO triage,Internal URLs,Internal URLs,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational URL/param observation — usually filtered
internal_query_string_contains_paginated_parameters,query string contains paginated parameters,Query string contains paginated parameters,https://sitebulb.com/hints/internal/query-string-contains-paginated-parameters/,SEO triage,Internal URLs,Internal URLs,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational URL/param observation — usually filtered
internal_query_string_contains_search_parameters,query string contains search or filter parameters,Query string contains search or filter parameters,https://sitebulb.com/hints/internal/query-string-contains-search-or-filter-parameters/,SEO triage,Internal URLs,Internal URLs,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational URL/param observation — usually filtered
internal_query_string_contains_sorted_parameters,query string contains sort parameters,Query string contains sort parameters,https://sitebulb.com/hints/internal/query-string-contains-sort-parameters/,SEO triage,Internal URLs,Internal URLs,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational URL/param observation — usually filtered
no_google_analytics_code_found,url contains no google analytics code,URL contains no Google Analytics code,https://sitebulb.com/hints/internal/url-contains-no-google-analytics-code/,SEO triage,Internal URLs,Internal URLs,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational URL/param observation — usually filtered
no_google_tag_manager_code_found,url contains no google tag manager code,URL contains no Google Tag Manager code,https://sitebulb.com/hints/internal/url-contains-no-google-tag-manager-code/,SEO triage,Internal URLs,Internal URLs,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational URL/param observation — usually filtered
has_anchor_referencing_local_host,has link with a url referencing localhost or 127.0.0.1,Has link with a URL referencing LocalHost or 127.0.0.1,https://sitebulb.com/hints/links/has-link-with-a-url-referencing-localhost-or-127001/,SEO triage,Links,Links,Critical,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
has_anchor_referencing_file_path,has link with a url referencing a local or unc file path,Has link with a URL referencing a local or UNC file path,https://sitebulb.com/hints/links/has-link-with-a-url-referencing-a-local-or-unc-file-path/,SEO triage,Links,Links,Critical,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
has_link_with_leading_or_trailing_whitespace_characters,has a link with whitespace in href attribute,Has a link with whitespace in href attribute,https://sitebulb.com/hints/links/has-a-link-with-whitespace-in-href-attribute/,SEO triage,Links,Links,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
has_link_point_to_no_http_protocol,has link to a non-http protocol,Has link to a non-HTTP protocol,https://sitebulb.com/hints/links/has-link-to-a-non-http-protocol/,SEO triage,Links,Links,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
urls_with_no_outgoing_links,has no outgoing links,Has no outgoing links,https://sitebulb.com/hints/links/has-no-outgoing-links/,SEO triage,Links,Links,High,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,"internal-linking — investigate, then content/template work"
urls_with_only_one_followed_link,has only one followed internal linking url,Has only one followed internal linking URL,https://sitebulb.com/hints/links/has-only-one-followed-internal-linking-url/,SEO triage,Links,Links,High,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,"internal-linking — investigate, then content/template work"
has_anchor_with_malformed_href,has outgoing links with malformed href data,Has outgoing links with malformed href data,https://sitebulb.com/hints/links/has-outgoing-links-with-malformed-href-data/,SEO triage,Links,Links,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
orphaned_urls,url is orphaned and was not found by the crawler,URL is orphaned and was not found by the crawler,https://sitebulb.com/hints/links/url-is-orphaned-and-was-not-found-by-the-crawler/,SEO triage,Links,Links,High,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,"internal-linking — investigate, then content/template work"
has_image_anchor_with_no_alt_text,has an anchored image with no alt text,Has an anchored image with no alt text,https://sitebulb.com/hints/links/has-an-anchored-image-with-no-alt-text/,SEO triage,Links,Links,Medium,2,0.7,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
has_anchor_with_no_text,has an internal link with no anchor text,Has an internal link with no anchor text,https://sitebulb.com/hints/links/has-an-internal-link-with-no-anchor-text/,SEO triage,Links,Links,Medium,2,0.7,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
has_incoming_follow_links_with_non_descriptive_text,has incoming followed links that do not use descriptive anchor text,Has incoming followed links that do not use descriptive anchor text,https://sitebulb.com/hints/links/has-incoming-followed-links-that-do-not-use-descriptive-anchor-text/,SEO triage,Links,Links,Medium,2,0.7,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
has_anchor_with_non_descriptive_text,has one or more outgoing followed links with non descriptive anchor text,Has one or more outgoing followed links with non descriptive anchor text,https://sitebulb.com/hints/links/has-one-or-more-outgoing-followed-links-with-non-descriptive-anchor-text/,SEO triage,Links,Links,Medium,2,0.7,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
crawled_urls_only_linked_to_from_urls_not_passing_page_rank,only receives nofollow links or links from canonicalized urls,Only receives nofollow links or links from canonicalized URLs,https://sitebulb.com/hints/links/only-receives-nofollow-links-or-links-from-canonicalized-urls/,SEO triage,Links,Links,Medium,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,"internal-linking — investigate, then content/template work"
orphaned_next_prev_url,pagination url has no incoming internal links,Pagination URL has no incoming internal links,https://sitebulb.com/hints/links/pagination-url-has-no-incoming-internal-links/,SEO triage,Links,Links,Medium,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,pagination misconfiguration (template/code)
links_are_mix_of_follow_and_nofollow,url receives both follow & nofollow internal links,URL receives both follow & nofollow internal links,https://sitebulb.com/hints/links/url-receives-both-follow-nofollow-internal-links/,SEO triage,Links,Links,Medium,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,reconcile the nofollow in template/code
has_anchor_with_empty_href,has a link with an empty href attribute,Has a link with an empty href attribute,https://sitebulb.com/hints/links/has-a-link-with-an-empty-href-attribute/,SEO triage,Links,Links,Low,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
urls_with_broken_on_page_bookmarks,has broken bookmarks,Has broken bookmarks,https://sitebulb.com/hints/links/has-broken-bookmarks/,SEO triage,Links,Links,Low,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
has_anchor_with_url_in_onclick_attribute,has link with a url in onclick attribute,Has link with a URL in onclick attribute,https://sitebulb.com/hints/links/has-link-with-a-url-in-onclick-attribute/,SEO triage,Links,Links,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational — JS-dependent link
invalid_outgoing_hreflang_annotations,has invalid outgoing hreflang annotations,Has invalid outgoing hreflang annotations,https://sitebulb.com/hints/international/has-invalid-outgoing-hreflang-annotations/,SEO triage,International,International,Critical,2,0.7,2,Template / theme edit,Developer,Flat,M,hreflang generation — template/logic
has_noindexed_outgoing_hreflang,has outgoing hreflang annotations to noindex urls,Has outgoing hreflang annotations to noindex URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-noindex-urls/,SEO triage,International,International,Critical,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
invalid_incoming_hreflang_annotations,invalid incoming hreflang annotations,Invalid incoming hreflang annotations,https://sitebulb.com/hints/international/invalid-incoming-hreflang-annotations/,SEO triage,International,International,Critical,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
noindexed_urls_with_hreflang_annotations,noindex url has incoming hreflang,Noindex URL has incoming hreflang,https://sitebulb.com/hints/international/noindex-url-has-incoming-hreflang/,SEO triage,International,International,Critical,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
canonicalized_urls_with_hreflang_annotations,canonicalized url has incoming hreflang,Canonicalized URL has incoming hreflang,https://sitebulb.com/hints/international/canonicalized-url-has-incoming-hreflang/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
disallowed_urls_with_hreflang_annotations,disallowed url has incoming hreflang,Disallowed URL has incoming hreflang,https://sitebulb.com/hints/international/disallowed-url-has-incoming-hreflang/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
urls_with_duplicate_incoming_hreflang_annotations,has conflicting incoming hreflang annotations,Has conflicting incoming hreflang annotations,https://sitebulb.com/hints/international/has-conflicting-incoming-hreflang-annotations/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
contains_duplicate_outgoing_hreflang_urls,has conflicting outgoing hreflang annotations,Has conflicting outgoing hreflang annotations,https://sitebulb.com/hints/international/has-conflicting-outgoing-hreflang-annotations/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
urls_with_multiple_hreflang_types,has hreflang annotations using multiple methods,Has hreflang annotations using multiple methods,https://sitebulb.com/hints/international/has-hreflang-annotations-using-multiple-methods/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,hreflang generation — template/logic
url_has_multiple_self_references_hreflang_annotations,has multiple self-referencing hreflang annotations,Has multiple self-referencing hreflang annotations,https://sitebulb.com/hints/international/has-multiple-self-referencing-hreflang-annotations/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,hreflang generation — template/logic
urls_with_duplicate_outgoing_hreflang_annotations,has outgoing hreflang annotation to multiple urls,Has outgoing hreflang annotation to multiple URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotation-to-multiple-urls/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
outgoing_broken_hreflang_urls,has outgoing hreflang annotations to broken urls,Has outgoing hreflang annotations to broken URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-broken-urls/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
has_canonical_outgoing_hreflang,has outgoing hreflang annotations to canonicalized urls,Has outgoing hreflang annotations to canonicalized URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-canonicalized-urls/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
has_disallowed_outgoing_hreflang,has outgoing hreflang annotations to disallowed urls,Has outgoing hreflang annotations to disallowed URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-disallowed-urls/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
outgoing_redirect_hreflang_urls,has outgoing hreflang annotations to redirecting urls,Has outgoing hreflang annotations to redirecting URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-to-redirecting-urls/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
urls_with_relative_hreflang_urls,has outgoing hreflang annotations using relative urls,Has outgoing hreflang annotations using relative URLs,https://sitebulb.com/hints/international/has-outgoing-hreflang-annotations-using-relative-urls/,SEO triage,International,International,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; often one feed/template fix if generation is the cause (A2)
urls_containing_unsupported_hreflang_tags,has unsupported or misconfigured hreflang,Has unsupported or misconfigured hreflang,https://sitebulb.com/hints/international/has-unsupported-or-misconfigured-hreflang/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,hreflang generation — template/logic
urls_with_invalid_html_lang,invalid html lang attribute,Invalid HTML lang attribute,https://sitebulb.com/hints/international/invalid-html-lang-attribute/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,lang attribute — template
urls_with_hreflang_html_language_mismatchs,mismatched hreflang and html lang declarations,Mismatched hreflang and HTML lang declarations,https://sitebulb.com/hints/international/mismatched-hreflang-and-html-lang-declarations/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,lang attribute — template
urls_missing_hreflang_annotations,missing hreflang annotations,Missing hreflang annotations,https://sitebulb.com/hints/international/missing-hreflang-annotations/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,hreflang generation — template/logic
missing_reciprocal_hreflang_annotations,missing reciprocal hreflang (no return-tag),Missing reciprocal hreflang (no return-tag),https://sitebulb.com/hints/international/missing-reciprocal-hreflang-no-return-tag/,SEO triage,International,International,High,2,0.7,2,Template / theme edit,Developer,Flat,M,hreflang generation — template/logic
urls_with_hreflang_missing_html_language,has hreflang annotations without html lang,Has hreflang annotations without HTML lang,https://sitebulb.com/hints/international/has-hreflang-annotations-without-html-lang/,SEO triage,International,International,Medium,2,0.7,2,Template / theme edit,Developer,Flat,M,lang attribute — template
urls_missing_html_lang,missing html lang attribute,Missing HTML lang attribute,https://sitebulb.com/hints/international/missing-html-lang-attribute/,SEO triage,International,International,Medium,2,0.7,2,Template / theme edit,Developer,Flat,M,lang attribute — template
hreflang_url_missing_canonical,missing canonical url,Missing canonical URL,https://sitebulb.com/hints/international/missing-canonical-url/,SEO triage,International,International,Medium,2,0.7,2,Template / theme edit,Developer,Flat,M,add canonical (template)
mixed_x_default_and_hreflang,hreflang annotation also x-default,Hreflang annotation also x-default,https://sitebulb.com/hints/international/hreflang-annotation-also-x-default/,SEO triage,International,International,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational hreflang observation
error_sitemap_urls,error (5xx) url in xml sitemaps,Error (5XX) URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/error-5xx-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,Critical,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
noindexed_sitemap_urls,noindex url in xml sitemaps,Noindex URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/noindex-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,Critical,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
not_found_sitemap_urls,not found (4xx) url in xml sitemaps,Not Found (4XX) URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/not-found-4xx-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,Critical,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
canonicalized_sitemap_urls,canonicalized url in xml sitemaps,Canonicalized URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/canonicalized-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,High,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
disallowed_sitemap_urls,disallowed url in xml sitemaps,Disallowed URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/disallowed-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,High,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
forbidden_sitemap_urls,forbidden (403) url in xml sitemaps,Forbidden (403) URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/forbidden-403-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,High,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
redirected_sitemap_urls,redirect (3xx) url in xml sitemaps,Redirect (3XX) URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/redirect-3xx-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,Medium,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
timeout_sitemap_urls,timed out url in xml sitemaps,Timed out URL in XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/timed-out-url-in-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,Medium,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,fix sitemap generation to exclude these; or fix the underlying URL
urls_in_multiple_sitemaps,url in multiple xml sitemaps,URL in multiple XML Sitemaps,https://sitebulb.com/hints/xml-sitemaps/url-in-multiple-xml-sitemaps/,SEO triage,XML Sitemaps,XML Sitemaps,,2,0.7,8,Investigation / diagnosis,SEO lead,Flat,M,informational
http_urls,internal http urls,Internal HTTP URLs,https://sitebulb.com/hints/security/internal-http-urls/,SEO triage,Security,Security,Critical,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,[SEO T1 override] force HTTPS (config)
contains_password_field_on_http,http url contains a password input field,HTTP URL contains a password input field,https://sitebulb.com/hints/security/http-url-contains-a-password-input-field/,SEO triage,Security,Security,High,2,0.7,1,Global config / directive,Dev / config-capable SEO,Flat,S,[SEO T2 override] force HTTPS (config)
contains_form_https_to_http,https url contains a form posting to http,HTTPS URL contains a form posting to HTTP,https://sitebulb.com/hints/security/https-url-contains-a-form-posting-to-http/,SEO triage,Security,Security,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,[SEO T2 override] per-instance markup/resource fix; some resolve in template (A2)
https_url_linking_to_http_url,https url links to an http url,HTTPS URL links to an HTTP URL,https://sitebulb.com/hints/security/https-url-links-to-an-http-url/,SEO triage,Security,Security,High,2,0.7,5,Per-instance code / markup fix,Developer,Banded (soft),M,[SEO T2 override] per-instance markup/resource fix; some resolve in template (A2)
has_protocol_relative_resources,loads page resources using protocol relative uris,Loads page resources using protocol relative URIs,https://sitebulb.com/hints/security/loads-page-resources-using-protocol-relative-uris/,SEO triage,Security,Security,High,4,0.2,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/resource fix; some resolve in template (A2)
has_cdn_scripts_without_integrity,has javascript served via a cdn without subresource integrity,Has JavaScript served via a CDN without subresource integrity,https://developer.mozilla.org/en-US/docs/Web/Security/Subresource_Integrity,SEO triage,Security,Security,Medium,4,0.2,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/resource fix; some resolve in template (A2)
has_cdn_stylesheets_without_integrity,has style sheets served via a cdn without subresource integrity,Has style sheets served via a CDN without subresource integrity,https://developer.mozilla.org/en-US/docs/Web/Security/Subresource_Integrity,SEO triage,Security,Security,Medium,4,0.2,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/resource fix; some resolve in template (A2)
leaks_server_information,leaks server information useful for compromising servers,Leaks server information useful for compromising servers,https://scotthelme.co.uk/hardening-your-http-response-headers/,SEO triage,Security,Security,Low,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
missing_content_security_policy,content-security-policy http header is missing or invalid,Content-Security-Policy HTTP header is missing or invalid,https://scotthelme.co.uk/content-security-policy-an-introduction/,SEO triage,Security,Security,,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
missing_referrer_policy,referrer-policy http header is missing,Referrer-Policy HTTP header is missing,https://scotthelme.co.uk/a-new-security-header-referrer-policy/,SEO triage,Security,Security,,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
missing_strict_transport_security,strict-transport-security http (hsts) header is missing,Strict-Transport-Security HTTP (HSTS) header is missing,https://scotthelme.co.uk/hsts-the-missing-link-in-tls/,SEO triage,Security,Security,,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
missing_x_content_type_options,x-content-type-options http header is missing,X-Content-Type-Options HTTP header is missing,https://scotthelme.co.uk/hardening-your-http-response-headers/,SEO triage,Security,Security,,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
missing_x_frame_options,x-frame-options http header is missing or invalid,X-Frame-Options HTTP header is missing or invalid,https://scotthelme.co.uk/hardening-your-http-response-headers/,SEO triage,Security,Security,,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
missing_xss_protection,x-xss-protection http header is missing or invalid,X-XSS-Protection HTTP header is missing or invalid,https://scotthelme.co.uk/hardening-your-http-response-headers/,SEO triage,Security,Security,,4,0.2,7,Server / infrastructure,Dev / ops / host,Flat,L,server/header configuration
content_does_not_scale_to_device,content does not size correctly to viewport,Content does not size correctly to viewport,https://sitebulb.com/hints/mobile-friendly/content-does-not-size-correctly-to-viewport/,SEO triage,Mobile Friendly,Mobile Friendly,High,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
font_size_too_small,font size is too small for mobile devices,Font size is too small for mobile devices,https://sitebulb.com/hints/mobile-friendly/font-size-is-too-small-for-mobile-devices/,SEO triage,Mobile Friendly,Mobile Friendly,High,3,0.4,6,Performance / Core Web Vitals,Developer,Banded (soft),L,responsive CSS — front-end; may be template (A2)
renders_image_maps,has one or more image-map <map> tags,Has one or more image-map <map> tags,https://sitebulb.com/hints/mobile-friendly/has-one-or-more-image-map-map-tags/,SEO triage,Mobile Friendly,Mobile Friendly,High,3,0.4,5,Per-instance code / markup fix,Developer,Banded (soft),M,remove legacy markup/plugins
missing_viewport,missing viewport <meta> tag in the <head>,Missing viewport <meta> tag in the <head>,https://sitebulb.com/hints/mobile-friendly/missing-viewport-meta-tag-in-the-head/,SEO triage,Mobile Friendly,Mobile Friendly,High,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
multiple_viewports,multiple viewport <meta> tags were found in the <head>,Multiple viewport <meta> tags were found in the <head>,https://sitebulb.com/hints/mobile-friendly/multiple-viewport-meta-tags-were-found-in-the-head/,SEO triage,Mobile Friendly,Mobile Friendly,High,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
tap_targets_too_small,tap targets are too small and close,Tap targets are too small and close,https://sitebulb.com/hints/mobile-friendly/tap-targets-are-too-small-and-close/,SEO triage,Mobile Friendly,Mobile Friendly,High,3,0.4,6,Performance / Core Web Vitals,Developer,Banded (soft),L,responsive CSS — front-end; may be template (A2)
has_viewport_width_missing,the viewport <meta> tag does not have a width set,The viewport <meta> tag does not have a width set,https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-does-not-have-a-width-set/,SEO triage,Mobile Friendly,Mobile Friendly,Medium,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
has_viewport_maximum_scale_set,the viewport <meta> tag has a maximum-scale set,The viewport <meta> tag has a maximum-scale set,https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-has-a-maximum-scale-set/,SEO triage,Mobile Friendly,Mobile Friendly,Medium,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
has_viewport_minimum_scale_set,the viewport <meta> tag has a minimum-scale set,The viewport <meta> tag has a minimum-scale set,https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-has-a-minimum-scale-set/,SEO triage,Mobile Friendly,Mobile Friendly,Medium,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
has_viewport_width_error_set,the viewport <meta> tag has a specific width set,The viewport <meta> tag has a specific width set,https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-has-a-specific-width-set/,SEO triage,Mobile Friendly,Mobile Friendly,Medium,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
has_viewport_initial_scale_set,the viewport <meta> tag initial-scale is incorrect,The viewport <meta> tag initial-scale is incorrect,https://sitebulb.com/hints/mobile-friendly/the-viewport-meta-tag-initial-scale-is-incorrect/,SEO triage,Mobile Friendly,Mobile Friendly,Medium,3,0.4,2,Template / theme edit,Developer,Flat,M,viewport meta — template
